Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
Intentional opioid-related poisoning hospitalizations,Canada,2019,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,86.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,132.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,84.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,119.0
Intentional opioid-related poisoning hospitalizations,Canada,2019,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,87.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,0 to 19 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,78.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,0 to 19 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,22.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,20 to 29 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,111.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,20 to 29 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,103.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,30 to 39 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,107.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,89.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,82.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,92.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,84.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,111.0
Intentional opioid-related poisoning hospitalizations,Canada,2020,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,87.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,0 to 19 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,92.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,0 to 19 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,28.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,20 to 29 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,89.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,20 to 29 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,107.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,30 to 39 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,108.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,116.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,113.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,73.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,86.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,83.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,130.0
Intentional opioid-related poisoning hospitalizations,Canada,2021,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,130.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,0 to 19 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,78.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,0 to 19 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,23.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,20 to 29 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,89.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,20 to 29 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,103.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,30 to 39 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,87.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,90.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,91.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,81.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,78.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,150.0
Intentional opioid-related poisoning hospitalizations,Canada,2022,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,118.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,0 to 19 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,95.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,0 to 19 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,27.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,20 to 29 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,20 to 29 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,93.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,30 to 39 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,98.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,105.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,88.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,110.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,87.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,86.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,116.0
Intentional opioid-related poisoning hospitalizations,Canada,2023,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,120.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,0 to 19 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,30.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,0 to 19 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,13.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,20 to 29 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,38.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,20 to 29 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,41.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,30 to 39 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,51.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,30 to 39 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,47.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,40 to 49 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,53.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,40 to 49 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,36.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,50 to 59 years,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,47.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,50 to 59 years,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,33.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,60 years or more,Female,Opioids,Hospitalizations,Age group by sex,1,By year,Number,54.0
Intentional opioid-related poisoning hospitalizations,Canada,2024,60 years or more,Male,Opioids,Hospitalizations,Age group by sex,1,By year,Number,62.0
Intentional stimulant-related poisoning ED visits,Canada,2016,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,198.0
Intentional stimulant-related poisoning ED visits,Canada,2016,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,89.0
Intentional stimulant-related poisoning ED visits,Canada,2016,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,159.0
Intentional stimulant-related poisoning ED visits,Canada,2016,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,155.0
Intentional stimulant-related poisoning ED visits,Canada,2016,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,77.0
Intentional stimulant-related poisoning ED visits,Canada,2016,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,109.0
Intentional stimulant-related poisoning ED visits,Canada,2016,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,46.0
Intentional stimulant-related poisoning ED visits,Canada,2016,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,50.0
Intentional stimulant-related poisoning ED visits,Canada,2016,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,22.0
Intentional stimulant-related poisoning ED visits,Canada,2016,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,29.0
Intentional stimulant-related poisoning ED visits,Canada,2016,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,7.0
Intentional stimulant-related poisoning ED visits,Canada,2016,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,14.0
Intentional stimulant-related poisoning ED visits,Canada,2017,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,230.0
Intentional stimulant-related poisoning ED visits,Canada,2017,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,106.0
Intentional stimulant-related poisoning ED visits,Canada,2017,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,185.0
Intentional stimulant-related poisoning ED visits,Canada,2017,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,191.0
Intentional stimulant-related poisoning ED visits,Canada,2017,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,97.0
Intentional stimulant-related poisoning ED visits,Canada,2017,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,160.0
Intentional stimulant-related poisoning ED visits,Canada,2017,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,55.0
Intentional stimulant-related poisoning ED visits,Canada,2017,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,81.0
Intentional stimulant-related poisoning ED visits,Canada,2017,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning ED visits,Canada,2017,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,39.0
Intentional stimulant-related poisoning ED visits,Canada,2017,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning ED visits,Canada,2017,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,14.0
Intentional stimulant-related poisoning ED visits,Canada,2018,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,277.0
Intentional stimulant-related poisoning ED visits,Canada,2018,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,110.0
Intentional stimulant-related poisoning ED visits,Canada,2018,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,210.0
Intentional stimulant-related poisoning ED visits,Canada,2018,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,190.0
Intentional stimulant-related poisoning ED visits,Canada,2018,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,116.0
Intentional stimulant-related poisoning ED visits,Canada,2018,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,160.0
Intentional stimulant-related poisoning ED visits,Canada,2018,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,74.0
Intentional stimulant-related poisoning ED visits,Canada,2018,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,71.0
Intentional stimulant-related poisoning ED visits,Canada,2018,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning ED visits,Canada,2018,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,49.0
Intentional stimulant-related poisoning ED visits,Canada,2018,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,19.0
Intentional stimulant-related poisoning ED visits,Canada,2018,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,15.0
Intentional stimulant-related poisoning ED visits,Canada,2019,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,240.0
Intentional stimulant-related poisoning ED visits,Canada,2019,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,109.0
Intentional stimulant-related poisoning ED visits,Canada,2019,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,193.0
Intentional stimulant-related poisoning ED visits,Canada,2019,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,183.0
Intentional stimulant-related poisoning ED visits,Canada,2019,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,114.0
Intentional stimulant-related poisoning ED visits,Canada,2019,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,127.0
Intentional stimulant-related poisoning ED visits,Canada,2019,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,52.0
Intentional stimulant-related poisoning ED visits,Canada,2019,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,71.0
Intentional stimulant-related poisoning ED visits,Canada,2019,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,34.0
Intentional stimulant-related poisoning ED visits,Canada,2019,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,40.0
Intentional stimulant-related poisoning ED visits,Canada,2019,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning ED visits,Canada,2019,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,19.0
Intentional stimulant-related poisoning ED visits,Canada,2020,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,241.0
Intentional stimulant-related poisoning ED visits,Canada,2020,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,105.0
Intentional stimulant-related poisoning ED visits,Canada,2020,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,187.0
Intentional stimulant-related poisoning ED visits,Canada,2020,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,144.0
Intentional stimulant-related poisoning ED visits,Canada,2020,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,98.0
Intentional stimulant-related poisoning ED visits,Canada,2020,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,110.0
Intentional stimulant-related poisoning ED visits,Canada,2020,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,49.0
Intentional stimulant-related poisoning ED visits,Canada,2020,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,63.0
Intentional stimulant-related poisoning ED visits,Canada,2020,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning ED visits,Canada,2020,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning ED visits,Canada,2020,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,8.0
Intentional stimulant-related poisoning ED visits,Canada,2020,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,11.0
Intentional stimulant-related poisoning ED visits,Canada,2021,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,390.0
Intentional stimulant-related poisoning ED visits,Canada,2021,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,108.0
Intentional stimulant-related poisoning ED visits,Canada,2021,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,179.0
Intentional stimulant-related poisoning ED visits,Canada,2021,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,146.0
Intentional stimulant-related poisoning ED visits,Canada,2021,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,93.0
Intentional stimulant-related poisoning ED visits,Canada,2021,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,112.0
Intentional stimulant-related poisoning ED visits,Canada,2021,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,56.0
Intentional stimulant-related poisoning ED visits,Canada,2021,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,65.0
Intentional stimulant-related poisoning ED visits,Canada,2021,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,17.0
Intentional stimulant-related poisoning ED visits,Canada,2021,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,24.0
Intentional stimulant-related poisoning ED visits,Canada,2021,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,7.0
Intentional stimulant-related poisoning ED visits,Canada,2021,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,16.0
Intentional stimulant-related poisoning ED visits,Canada,2022,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,406.0
Intentional stimulant-related poisoning ED visits,Canada,2022,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,109.0
Intentional stimulant-related poisoning ED visits,Canada,2022,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,180.0
Intentional stimulant-related poisoning ED visits,Canada,2022,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,124.0
Intentional stimulant-related poisoning ED visits,Canada,2022,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,100.0
Intentional stimulant-related poisoning ED visits,Canada,2022,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,96.0
Intentional stimulant-related poisoning ED visits,Canada,2022,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,46.0
Intentional stimulant-related poisoning ED visits,Canada,2022,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,60.0
Intentional stimulant-related poisoning ED visits,Canada,2022,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,27.0
Intentional stimulant-related poisoning ED visits,Canada,2022,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,34.0
Intentional stimulant-related poisoning ED visits,Canada,2022,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,7.0
Intentional stimulant-related poisoning ED visits,Canada,2022,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,7.0
Intentional stimulant-related poisoning ED visits,Canada,2023,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,361.0
Intentional stimulant-related poisoning ED visits,Canada,2023,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,103.0
Intentional stimulant-related poisoning ED visits,Canada,2023,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,214.0
Intentional stimulant-related poisoning ED visits,Canada,2023,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,149.0
Intentional stimulant-related poisoning ED visits,Canada,2023,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,113.0
Intentional stimulant-related poisoning ED visits,Canada,2023,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,97.0
Intentional stimulant-related poisoning ED visits,Canada,2023,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,49.0
Intentional stimulant-related poisoning ED visits,Canada,2023,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,62.0
Intentional stimulant-related poisoning ED visits,Canada,2023,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning ED visits,Canada,2023,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,27.0
Intentional stimulant-related poisoning ED visits,Canada,2023,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning ED visits,Canada,2023,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,23.0
Intentional stimulant-related poisoning ED visits,Canada,2024,0 to 19 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,180.0
Intentional stimulant-related poisoning ED visits,Canada,2024,0 to 19 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,53.0
Intentional stimulant-related poisoning ED visits,Canada,2024,20 to 29 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,103.0
Intentional stimulant-related poisoning ED visits,Canada,2024,20 to 29 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,74.0
Intentional stimulant-related poisoning ED visits,Canada,2024,30 to 39 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,55.0
Intentional stimulant-related poisoning ED visits,Canada,2024,30 to 39 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,53.0
Intentional stimulant-related poisoning ED visits,Canada,2024,40 to 49 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,23.0
Intentional stimulant-related poisoning ED visits,Canada,2024,40 to 49 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,23.0
Intentional stimulant-related poisoning ED visits,Canada,2024,50 to 59 years,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,11.0
Intentional stimulant-related poisoning ED visits,Canada,2024,50 to 59 years,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,15.0
Intentional stimulant-related poisoning ED visits,Canada,2024,60 years or more,Female,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,9.0
Intentional stimulant-related poisoning ED visits,Canada,2024,60 years or more,Male,Stimulants,Emergency Department (ED) Visits,Age group by sex,1,By year,Number,11.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,113.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,48.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,103.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,91.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,56.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,79.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,41.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,41.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,31.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,29.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,8.0
Intentional stimulant-related poisoning hospitalizations,Canada,2016,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,8.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,112.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,57.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,105.0
