Image,Category,Description,Sold as,Results,Fentanyl & Benzodiazepine Test,Notes,Location,Date
https://getyourdrugstested.com/wp-content/uploads/2021/09/G1521.jpg,Psychedelic,Brown Crystal Code:  Fred Flinstone,Sold as: MDMA,"Dimethyl Sulfone:70-75%, Methylamine:20-25%, N-Ethylpentylone:5-10%",Fentanyl: Negative,Notes: N-Ethylpentylone has been linked to numerous hospitalizations and overdose deaths. Methylamine is a precursor to many other substances but can be very dangerous if consumed.,"Vancouver, BC",09/15/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G1328.jpg,Depressant,Light Brown Powder,Sold as: Flualprazolam,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: ADB-PINACA is a synthetic cannabinoid designer drug linked to some hospitalizations and deaths. We were unable to detect any benzodiazepines in this sample.,"Vancouver, BC",09/13/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G1212.jpg,Depressant,Light Brown Powder,Sold as: Flualprazolam,"Flualprazolam:85-90%, Uncertain Match:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contained a large amount of a benzodiazepine with a small amount of fentanyl sold a benzodiazepine. Both substances depress breathing, but naloxone does not work for reversing a benzodiazepine overdose. Confirmed as: 89.6% flualprazolam, trace fentanyl HCL","Vancouver, BC",09/12/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G1201.jpg,Depressant,White Tablet,Sold as: Alprazolam,"Microcrystalline Cellulose:65-70%, Uncertain Carbohydrate:15-20%, Uncertain Oil:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Imprint: XANAX / 2. Etizolam is suspected in this sample. Fentanyl is also present in this sample. The combination of opioids and benzodiazepines (or similar substances) can create complex overdose situations. Confirmed as: Trace fentanyl HCL,"Vancouver, BC",09/12/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G0703.jpg,Psychedelic,Light Yellow Crystal,Sold as: MDMA,"4-FMA:90-95%, Water:5-10%",Fentanyl: Negative,Notes: 4-FMA is a novel stimulant drug. Little is known about its toxicity in humans.,"Vancouver, BC",09/07/2021
https://getyourdrugstested.com/wp-content/uploads/2021/09/G0318.jpg,Psychedelic,Brown Crystal,Sold as: MDMA,"Dimethyl Sulfone:65-70%, N-Ethylpentylone:10-15%, Uncertain Carbohydrate:5-10%, Methylamine:5-10%",Fentanyl: Negative,Notes: N-Ethylpentylone belongs to the cathinone class. It has been linked to numerous hospitalizations and overdose deaths.,"Vancouver, BC",09/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G3006.jpg,Psychedelic,White Powder,Sold as: 2C-B HCl,"Dimethyl Sulfone:55-60%, 3-MeO-PCP:20-25%, MDMA:10-15%, Uncertain Carbohydrate:5-10%",Fentanyl: Positive,Notes: Unexpected fentanyl positive on test strip. Even a tiny amount of fentanyl can lead to an overdose.,"Vancouver, BC",08/30/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2910.jpg,Stimulant,White Granules,Sold as: Methamphetamine,,Fentanyl: Negative,Notes: Methylamine is a precursor to many other substances but can be very dangerous if consumed itself.,"Vancouver, BC",08/29/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2620.jpg,Opioid,Light Yellow Chunk Code:  ETIC,Sold as: Fentanyl,"Metonitazene:90-95%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: This analgesic drug has potency similar to or greater than fentanyl,"Vancouver, BC",08/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2614.jpg,Opioid,Pink Powder Code:  Snowball blue,Sold as: Down,"Caffeine:55-60%, Fentanyl:15-20%, Erythritol:10-15%, Xylazine:5-10%, Flualprazolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample had a large amount of xylazine, flualprazolam, and fentanyl. All of these substances effect the central nervous system and can stop breathing.  Naloxone does not work for reversing a benzodiazepine overdose.","Vancouver, BC",08/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2319.jpg,Psychedelic,White Crystal,Sold as: Ketamine,"Methamphetamine:60-65%, Ketamine:35-40%",Fentanyl: Negative,Notes: Unexpected high amount of methamphetamine in a ketamine sample. This can cause an adverse reaction.,"Vancouver, BC",08/23/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2314.jpg,Opioid,Light Yellow Powder,Sold as: Fentanyl,"Flualprazolam:80-85%, Fentanyl or analog:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contained a large amount of a benzodiazepine with a small amount of fentanyl sold as raw fentanyl. Both substances depress breathing, but naloxone does not work for reversing a benzodiazepine overdose.","Vancouver, BC",08/23/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2305.jpg,Opioid,White Tablet,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:70-75%, Acetaminophen:15-20%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes:  	Imprint: TEC, the filler used in this sample is not consistent with a real Percocet and the sample tested positive for fentanyl or a fentanyl analogue.","Vancouver, BC",08/23/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2206.jpg,Psychedelic,White Powder Code:  Bluestar,Sold as: Ketamine,,Fentanyl: NegativeBenzodiazepine: Negative,Notes: Etizolam is a benzo-like substance that has sedative effects. The effects of consuming this substance would be very different than the desired effects of ketamine.,"Vancouver, BC",08/22/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G2138.jpg,Opioid,Light Yellow Granules,Sold as: Down,"Fentanyl:60-65%, Mannitol:15-20%, Etizolam:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: High fentanyl content combined with etizolam increases the risk of an overdose.,"Vancouver, BC",08/21/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G1317.jpg,Opioid,Yellow Granules,Sold as: Down,,Fentanyl: NegativeBenzodiazepine: Negative,"Notes: Unexpected DMT, which causes a different effect than expected.","Vancouver, BC",08/13/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G1234.jpg,Stimulant,White Powder,Sold as: Cocaine,"Cocaine:80-85%, Phenacetin:15-20%",Fentanyl: Positive,"Notes: This sample contains fentanyl or analog, which could cause an overdose.","Vancouver, BC",08/12/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G1025.jpg,Stimulant,White Powder Code:  Snowball,Sold as: Cocaine,,Fentanyl: Negative,Notes: Etizolam is a benzo-like substance that has sedative effects. The effects of consuming this substance would be very different than the desired stimulant effects from cocaine.,"Vancouver, BC",08/10/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G0906.jpg,Stimulant,Light Green Powder,Sold as: Cocaine,"Gabapentin:55-60%, Polyvinylpyrrolidone:25-30%, Uncertain Match:20-25%",Fentanyl: Negative,Notes: Unexpected gabapentin found in this sample. Gabapentin is a medication used to treat seizures. Side effects include sleepiness and dizziness.,"Vancouver, BC",08/09/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G0802.jpg,Opioid,White Powder,Sold as: Down,"Etizolam:75-80%, Caffeine:10-15%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Unexpected high amount of etizolam combined with fentanyl or a fentanyl analogue increases the risk of an overdose.,"Vancouver, BC",08/08/2021
https://getyourdrugstested.com/wp-content/uploads/2021/08/G0717.jpg,Psychedelic,White Crystal,Sold as: Ketamine,,Fentanyl: Negative,"Notes: Eutylone is a cathinone, having some stimulating properties but with very little research done on its toxicity in humans.","Vancouver, BC",08/07/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G3005.jpg,Opioid,White Tablet,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:70-75%, Calcium Stearate:15-20%, Fentanyl or analog:5-10%",Fentanyl: Positive,"Notes: Imprint: TEC, the filler used in this sample is not consistent with a real Percocet and the sample has a significant amount of fentanyl.","Vancouver, BC",07/30/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G2916.jpg,Opioid,Dark Pink Granules,Sold as: Down,"Caffeine:55-60%, Erythritol:15-20%, Xylazine:10-15%, Fentanyl:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contains xylazine, fentanyl, and benzodiazepines. All of these substances effect the central nervous system and can stop breathing.","Vancouver, BC",07/29/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G2614.jpg,Opioid,Light Brown Chunk,Sold as: Down,"Caffeine:50-55%, Erythritol:20-25%, Fentanyl:15-20%, Flualprazolam:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a large amount of fentanyl and a small amount of a benzodiazepine. The combination of benzodiazepines and opioids increases the risk of an overdose.,"Vancouver, BC",07/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G2128.jpg,Psychedelic,Dark Purple Crystal,Sold as: MDMA,"Dimethyl Sulfone:70-75%, Methylamine:20-25%, MDMA:5-10%",Fentanyl: Negative,Notes: Large amount of methylamine.,"Vancouver, BC",07/21/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G2024.jpg,Stimulant,White Powder,Sold as: Cocaine,,Fentanyl: NegativeBenzodiazepine: Positive,Notes: Large amount of flubromazepam (benzodiazepine) present when expecting a stimulant (cocaine).,"Vancouver, BC",07/20/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1719.jpg,Opioid,White Granules,Sold as: Fentanyl,"Fentanyl:55-60%, Inositol:10-15%, Caffeine:5-10%, Creatine:5-10%, Etizolam:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: This sample contains a large amount of fentanyl, etizolam, and adulterants. The combination of fentanyl and etizolam increases the risk of overdose or unexpected effects.","Vancouver, BC",07/17/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1637.jpg,Opioid,White Chunk Code:  Burrr,Sold as: Fentanyl,,Fentanyl: NegativeBenzodiazepine: Negative,"Notes: Trichloroisocyanuric acid is a disinfectant, algicide and bactericide used in swimming pools. When inhaled it can irritate the nose, throat and lungs causing coughing, wheezing and/or shortness of breath.","Vancouver, BC",07/16/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1620.jpg,Psychedelic,Colourless Crystal,Sold as: MDMA,,Fentanyl: Negative,"Notes: Unexpected xylazine, which is an animal tranquilizer. Xylazine slows down breathing, which is different than the desired effect from MDMA. In the same dosage as MDMA it can lead to an accidental overdose.","Vancouver, BC",07/16/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1419.jpg,Unknown,White Tablet Code:  Football,Sold as: Unknown,"Dicalcium Phosphate:55-60%, Uncertain Carbohydrate:25-30%, Uncertain Oil:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Imprint: S S / 20. This sample was brought in as a suspected benzodiazepine, but contains fentanyl as the active substance.","Vancouver, BC",07/14/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1107.jpg,Stimulant,White Powder Code:  Bees A,Sold as: Cocaine,"W-19:45-50%, W-15:40-45%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: There is very little information about the W-series of substances. They could possibly produce an opiate-like effect but do not respond to naloxone.,"Vancouver, BC",07/11/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1105.jpg,Psychedelic,White Powder Code:  Bees XX,Sold as: Ketamine,"W-19:50-55%, W-15:35-40%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: There is very little information about the W-series of substances. They could possibly produce an opiate-like effect but do not respond to naloxone. Confirmed as: Furanyl UF-17,"Vancouver, BC",07/11/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G1104.jpg,Psychedelic,White Powder Code:  Bees X,Sold as: Ketamine,"Furanyl UF-17:90-95%, Caffeine:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,Notes: Very little is known about the effects of Furanyl UF-17. It may produce dysphoria effects and hallucinations.,"Vancouver, BC",07/11/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0519.jpg,Depressant,White Powder Code:  Rock 68 A,Sold as: Etizolam,,Fentanyl: PositiveBenzodiazepine: Negative,Notes: Unexpected fentanyl positive on test strip. The combination of etizolam and even a tiny amount of fentanyl can lead to an overdose.,"Vancouver, BC",07/05/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0509.jpg,Opioid,Light Orange Pebble,Sold as: Down,"Fentanyl:35-40%, Erythritol:30-35%, Caffeine:25-30%",Benzodiazepine: Positive,"Notes: Sample caused an overdose. The combination of a high fentanyl percentage and the presence of a benzodiazepine will double its suppressive effects on the respiratory system. Confirmed as: 1.25% Clonazolam, 23.7% Fentanyl, 42.6% Caffeine, Erythritol.","Vancouver, BC",07/05/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0302.jpg,Stimulant,White Powder,Sold as: Cocaine,"Methamphetamine:50-55%, Cocaine:35-40%, Uncertain Match:5-10%",Fentanyl: Negative,"Notes: This sample contained unexpected methamphetamine, a substantially longer lasting stimulant. This could cause an undesired level of stimulation.","Vancouver, BC",07/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0224.jpg,Stimulant,White Powder,Sold as: Cocaine,"Etizolam:80-85%, Uncertain Carbohydrate:5-10%, Uncertain Match:5-10%",Fentanyl: Negative,Notes: Etizolam is a benzo-like substance that has sedative effects. The effects of consuming this substance would be very different than the desired effects and could potentially cause an overdose.,"Vancouver, BC",07/02/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0201.jpg,Opioid,Brown Chunk,Sold as: Down,"Erythritol:65-70%, Uncertain Match:20-25%, Water:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Uncertain match possibly pentobarbital. Pentobarbital is a sedative used as an emergency seizure medication and also as an anesthetic for surgeries. It can cause an adverse reaction if consumed.,"Vancouver, BC",07/02/2021
https://getyourdrugstested.com/wp-content/uploads/2021/07/G0110-1.jpg,Psychedelic,White Crystal Code:  Boosie,Sold as: Ketamine,"Methamphetamine:80-85%, Water:15-20%",Fentanyl: Negative,"Notes: A number of substances appear as white or colourless crystals, including methamphetamine and ketamine. Someone can easily sell one as the other.","Vancouver, BC",07/01/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G3030.jpg,Psychedelic,Light Yellow Crystal,Sold as: Ketamine,"Methamphetamine:90-95%, Ketamine:5-10%",Fentanyl: Negative,Notes: Unexpected high amount of methamphetamine in a ketamine sample. This can cause an adverse reaction.,"Vancouver, BC",06/30/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2812.jpg,Opioid,Dark Yellow Powder,Sold as: Down,"Metonitazene:90-95%, Uncertain Match:5-10%",Fentanyl: NegativeBenzodiazepine: Negative,"Notes: Metonitazene belongs to the benzimidazole family. These opioids vary in potency, most similar to that of fentanyl. These novel substances are not picked up by our test strips.","Vancouver, BC",06/28/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2706.jpg,Opioid,Brown Powder,Sold as: Down,"Caffeine:60-65%, Xylitol:35-40%, Carfentanil:Trace",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Carfentanil present, which is a very strong opioid. 100 times more potent than fentanyl.","Vancouver, BC",06/27/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2612.jpg,Unknown,Dark Green Pebble,Sold as: Unknown,"Caffeine:45-50%, Erythritol:30-35%, Fentanyl:20-25%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Sample containing fentanyl and benzodiazepines.,"Vancouver, BC",06/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2611.jpg,Unknown,Grey Powder,Sold as: Unknown,"Erythritol:45-50%, Caffeine:35-40%, Inositol:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Sample containing fentanyl and benzodiazepines.,"Vancouver, BC",06/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2607.jpg,Unknown,Dark Purple Granules,Sold as: Unknown,"Erythritol:50-55%, Caffeine:50-55%, Fentanyl:Trace",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Down containing benzodiazepines.,"Vancouver, BC",06/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2603.jpg,Unknown,Yellow Granules,Sold as: Unknown,"Erythritol:30-35%, Fentanyl:20-25%, Caffeine:20-25%, Xylazine:15-20%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Sample contains fentanyl and xylazine and it tested positive for benzodiazepines by test strip. This combination increases the risk of accidental overdose and can produce unexpected effects.,"Vancouver, BC",06/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G2501.jpg,Psychedelic,White Powder Code:  Toyota,Sold as: Ketamine,"Ketamine:80-85%, Etizolam:15-20%",Fentanyl: Negative,Notes: Unexpected high amount of etizolam in ketamine.,"Vancouver, BC",06/25/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1731-1.jpg,Opioid,Purple Chunk,Sold as: Down,"Erythritol:55-60%, Etizolam:15-20%, Mannitol:10-15%, Caffeine:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: This sample tested positive for fentanyl or analogs and also contains etizolam. Etizolam with the combination of fentanyl has a greater risk of leading to an over dose.,"Vancouver, BC",06/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1724.jpg,Opioid,White Powder Code:  Tire 888 C,Sold as: Down,"Fentanyl:80-85%, Etizolam:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Very high concentration of etizolam mixed with raw fentanyl.,"Vancouver, BC",06/17/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1623.jpg,Opioid,White Powder,Sold as: Fentanyl,"Caffeine:50-55%, Fentanyl:25-30%, Propionanilide:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: There is reason to suspect etizolam in this sample. Etizolam with the combination of fentanyl has a greater risk of leading to an over dose.,"Vancouver, BC",06/16/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1607.jpg,Opioid,Green Powder,Sold as: Down,"Caffeine:50-55%, Erythritol:40-45%, Fentanyl or analog:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Fentanyl or fentanyl analogs combined with benzodiazepines can greatly depress breathing and can create complicated overdose situations.,"Vancouver, BC",06/16/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/M1507-1.jpg,Opioid,White Pill,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:90-95%, Uncertain Oil:5-10%",Fentanyl: Positive,"Notes: Imprint: TEC/Blank. The lead component should be acetaminophen.  Microcrystalline cellulose is a common filler, just not found in percocets.","Anonymous, MB",06/15/2021
https://getyourdrugstested.com/wp-content/uploads/2020/01/G1510.jpg,Opioid,Yellow Pebble,Sold as: Down,"Erythritol:70-75%, Caffeine:25-30%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: Down containing benzodiazepines.,"Vancouver, BC",06/15/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1136.jpg,Unknown,Green Tablet Code:  Purse,Sold as: Unknown,"Uncertain Carbohydrate:40-45%, Dicalcium Phosphate:20-25%, Fentanyl:10-15%, Etizolam:5-10%, Uncertain Oil:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,"Notes: Imprint: CDN / 80, while we're not sure what this sample was sold as, it resembles oxycodone. We identified etizolam by FTIR, this combined with fentanyl could cause a hard to revive overdose.","Vancouver, BC",06/11/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1103-1.jpg,Depressant,Light Brown Powder,Sold as: Flualprazolam,"Uncertain Carbohydrate:50-55%, Flualprazolam:35-40%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: This sample contained an unexpected fentanyl positive results. In combination with benzodiazepines, fentanyl increases the risk of overdose.","St. Catharines, ON",06/11/2021
https://getyourdrugstested.com/wp-content/uploads/2021/06/G1029.jpg,Opioid,Light Brown Powder Code:  Diehard Beige,Sold as: Down,"Fentanyl:35-40%, Caffeine:25-30%, Flualprazolam:10-15%, Uncertain Match:10-15%, Xylazine:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,Notes: This sample contains a high amount of fentanyl along with benzodiazepines and xylazine. All of these substances are depressants and have a greater chance of causing an over dose.,"Vancouver, BC",06/10/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/05JP-4.jpg,Stimulant,White Powder,Sold as: Cocaine,"Cocaine:90-95%, Caffeine:5-10%",Fentanyl: Positive,Notes: Unexpected fentanyl positive on test strip. Client suspected cross contamination.,"Vancouver, BC",05/19/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/26SG.jpg,Opioid,Purple Chunk,Sold as: Down,"Fentanyl:45-50%, Erythritol:30-35%, Flubromazepam:10-15%",,Notes: High fentanyl and benzodiazepine content,"Coquitlam, BC",05/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/25SG.jpg,Opioid,Light Yellow Powder,Sold as: Down,"Caffeine:50-55%, Fentanyl:30-35%, Etizolam:5-10%",Benzodiazepine: Positive,Notes: High fentanyl content and benzodiazepine positive. Also contains etizolam.,"Coquitlam, BC",05/18/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/05SG-5.jpg,Opioid,Light Pink Pebble,Sold as: Down,"Erythritol:40-45%, Caffeine:25-30%, Mannitol:5-10%, Methamphetamine:5-10%, Uncertain Match:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Strong fentanyl analogue suspected. Sample caused an overdose and was described as strong.,"Vancouver, BC",05/16/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/26JB-1.jpg,Opioid,White Tablet,Sold as: Acetaminophen and Oxycodone,"Microcrystalline Cellulose:85-90%, Calcium Stearate:10-15%",Fentanyl: Positive,"Notes: Imprint: TEC, the filler used in this sample is not consistent with a real percocet and the sample is fentanyl positive.","Vancouver, BC",05/09/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/05JP.jpg,Opioid,Brown Chunk,Sold as: Down,"Caffeine:45-50%, Xylazine:20-25%, Fentanyl:10-15%, Uncertain Carbohydrate:10-15%",Fentanyl: PositiveBenzodiazepine: Positive,"Notes: Xylazine, fentanyl, and benzodiazepines present","Vancouver, BC",05/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/04JP.jpg,Opioid,Pink Powder,Sold as: Down,"Caffeine:40-45%, Xylazine:35-40%, Fentanyl:15-20%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Large amount of xylazine and fentanyl present in sample,"Vancouver, BC",05/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/05/02JP.jpg,Opioid,Grey Powder,Sold as: Fentanyl,"Xylitol:90-95%, Carfentanil:5-10%",Fentanyl: PositiveBenzodiazepine: Negative,Notes: Large amount of carfentanyl present in sample,"Vancouver, BC",05/03/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/24CS-2.jpg,Opioid,Grey Pebble,Sold as: Down,"Caffeine:45-50%, Fentanyl:35-40%, Uncertain Carbohydrate:15-20%",Benzodiazepine: Positive,Notes: High fentanyl content and benzodiazepine positive.,"Vancouver, BC",04/27/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/14CS-3.jpg,Stimulant,Light Yellow Chunk,Sold as: Methamphetamine,"Caffeine:50-55%, Methyprylon:15-20%, Fentanyl:15-20%, Erythritol:10-15%",Benzodiazepine: Negative,"Notes: This sample was sold as methamphetamine, it is clearly contaminated down.","Vancouver, BC",04/27/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/10CS-5.jpg,Psychedelic,White Powder,Sold as: 2C-B HCl,,Fentanyl: Negative,Notes: High amount of synthetic cannabinoid (ADB-PINACA) found in a sample sold as 2C-B,"Vancouver, BC",04/27/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/15AQ-5.jpg,Opioid,White Pill Code:  Meat A,Sold as: Hydromorphone,"Microcrystalline Cellulose:60-65%, Lactose:30-35%, Uncertain Match:5-10%",Fentanyl: Positive,"Notes: Imprint: D D/8. No hydromorphone detected, but positive for fentanyl on the test strip.","Vancouver, BC",04/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/04AQ-6.jpg,Opioid,Dark Green Pill,Sold as: Oxycodone,"Microcrystalline Cellulose:80-85%, Calcium Stearate:5-10%, Fentanyl or analog:5-10%",Fentanyl: Positive,Notes: High amount of fentanyl or analog present on pill purchased as oxycodone,"Vancouver, BC",04/26/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/15FP-3.jpg,Opioid,Dark Green Pill,Sold as: Oxycodone,"Microcrystalline Cellulose:75-80%, Caffeine:10-15%, Uncertain Oil:5-10%",Fentanyl: Positive,"Notes: Imprint: CDN / 80, positive for fentanyl, no oxycodone.","Vancouver, BC",04/15/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/13FP-2.jpg,Psychedelic,Pink Powder,Sold as: 2C-B HCl,"Ketamine:50-55%, MDMA:20-25%, Caffeine:15-20%, Uncertain Match:5-10%",Fentanyl: Positive,"Notes: Multiple substances found in the sample, and positive for fentanyl on the test strip","Vancouver, BC",04/15/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/01FP.jpg,Psychedelic,White Powder,Sold as: 2C-B HCl,,Fentanyl: Negative,Notes: High amount of ADB-PINACA (synthetic cannabinoid) detected when expecting 2c-b,"Vancouver, BC",04/13/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/18JB.jpg,Stimulant,White Powder Code:  Kratom,Sold as: Amphetamine,,Fentanyl: NegativeBenzodiazepine: Positive,Notes: Large amount of flubromazepam (benzodiazepine) present when expecting a stimulant (amphetamine).,"Vancouver, BC",04/12/2021
https://getyourdrugstested.com/wp-content/uploads/2021/04/31CS-1.jpg,Depressant,Yellow Powder,Sold as: Alprazolam,"Fentanyl or analog:90-95%, N-Ethylheptedrone:5-10%",Benzodiazepine: Negative,Notes:,"Vancouver, BC",04/07/2021
https://getyourdrugstested.com/wp-content/uploads/2021/03/10FP-12.jpg,Opioid,,Sold as: Oxycodone,"Microcrystalline Cellulose:80-85%, Calcium Stearate:10-15%, Fentanyl or analog:5-10%",Fentanyl: Positive,"Notes: Imprint 20/20, fentanyl found in sample, no oxycodone found","Vancouver, BC",03/23/2021
https://getyourdrugstested.com/wp-content/uploads/2021/03/22AC-1.jpg,Opioid,White granules,Sold as: Down,"Etizolam:60-65%, Lidocaine:30-35%",Fentanyl: NegativeBenzodiazepine: Negative,"Notes: Significant amount of etizolam, no fentanyl","Vancouver, BC",03/19/2021
https://getyourdrugstested.com/wp-content/uploads/2021/03/30AC.jpg,Opioid,,Sold as: Acetaminophen and Oxycodone,,Fentanyl: Positive,"Notes: Imprint: TEC, No oxycodone with fentanyl positive. Confirmed as: Fentanyl indicated, Caffeine indicated","Vancouver, BC",03/06/2021
https://getyourdrugstested.com/wp-content/uploads/2021/03/04AC.jpg,Psychedelic,White powder,Sold as: Ketamine,"Etizolam:75-80%, Ketamine:20-25%",Fentanyl: Negative,Notes: Unexpected high amount of etizolam (benzo-like substance) in ketamine,"Vancouver, BC",03/06/2021
